model_code	model_name	임베딩용 요약텍스트	임베딩용 요약 텍스트2	임베딩용 요약 텍스트3
1485	K3 디젤	기아 K3 디젤 | 브랜드국가 한국 | 세단 | 준중형세단 | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 좋음 | 유지비 낮음 | #출퇴근 #첫차 #연비 | 장점 연비 효율 우수/유지비 부담 낮음 | 단점 대형 세단 대비 승차감 제한	모델=K3 디젤 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=기아 | 모델=K3 디젤 | 연식=2012.0~2015 | 별명= | 태그= | 한줄=
2756	더 뉴 K3	기아 더 뉴 K3 | 브랜드국가 한국 | 세단 | 준중형세단 | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 좋음 | 유지비 낮음 | #출퇴근 #첫차 #연비 | 장점 연비 효율 우수/유지비 부담 낮음 | 단점 대형 세단 대비 승차감 제한	모델=더 뉴 K3 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=기아 | 모델=더 뉴 K3 | 연식=2015.0~2018 | 별명= | 태그= | 한줄=
2763	더 뉴 K3 디젤	기아 더 뉴 K3 디젤 | 브랜드국가 한국 | 세단 | 준중형세단 | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 좋음 | 유지비 낮음 | #출퇴근 #첫차 #연비 | 장점 연비 효율 우수/유지비 부담 낮음 | 단점 대형 세단 대비 승차감 제한	모델=더 뉴 K3 디젤 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=기아 | 모델=더 뉴 K3 디젤 | 연식=2015.0~2018 | 별명= | 태그= | 한줄=
2937	올 뉴 K3	기아 올 뉴 K3 | 브랜드국가 한국 | 세단 | 준중형세단 | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 좋음 | 유지비 낮음 | #출퇴근 #첫차 #연비 | 장점 연비 효율 우수/유지비 부담 낮음 | 단점 대형 세단 대비 승차감 제한	모델=올 뉴 K3 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=기아 | 모델=올 뉴 K3 | 연식=2018.0~2021 | 별명= | 태그= | 한줄=
2954	올 뉴 K3 GT	기아 올 뉴 K3 GT | 브랜드국가 한국 | 세단 | 준중형세단 | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 좋음 | 유지비 낮음 | #출퇴근 #첫차 #연비 | 장점 연비 효율 우수/유지비 부담 낮음 | 단점 대형 세단 대비 승차감 제한	모델=올 뉴 K3 GT | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=기아 | 모델=올 뉴 K3 GT | 연식=2018.0~2021 | 별명= | 태그= | 한줄=
3009	더 뉴 K3 유로	기아 더 뉴 K3 유로 | 브랜드국가 한국 | 세단 | 준중형세단 | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 좋음 | 유지비 낮음 | #출퇴근 #첫차 #연비 | 장점 연비 효율 우수/유지비 부담 낮음 | 단점 대형 세단 대비 승차감 제한	모델=더 뉴 K3 유로 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=기아 | 모델=더 뉴 K3 유로 | 연식=2016.0~2018 | 별명= | 태그= | 한줄=
3175	더 뉴 K3(BD)	기아 더 뉴 K3(BD) | 브랜드국가 한국 | 세단 | 준중형세단 | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 좋음 | 유지비 낮음 | #출퇴근 #첫차 #연비 | 장점 연비 효율 우수/유지비 부담 낮음 | 단점 대형 세단 대비 승차감 제한	모델=더 뉴 K3(BD) | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=기아 | 모델=더 뉴 K3(BD) | 연식=2021.0~현재 | 별명= | 태그= | 한줄=
3176	더 뉴 K3 GT(BD)	기아 더 뉴 K3 GT(BD) | 브랜드국가 한국 | 세단 | 준중형세단 | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 좋음 | 유지비 낮음 | #출퇴근 #첫차 #연비 | 장점 연비 효율 우수/유지비 부담 낮음 | 단점 대형 세단 대비 승차감 제한	모델=더 뉴 K3 GT(BD) | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=기아 | 모델=더 뉴 K3 GT(BD) | 연식=2021.0~현재 | 별명= | 태그= | 한줄=
2569	파크타운	기아 파크타운 | 브랜드국가 한국 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=파크타운 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=기아 | 모델=파크타운 | 연식=1998.0~2000 | 별명= | 태그= | 한줄=
2785	니로	기아 니로 | 브랜드국가 한국 | SUV | 준중형SUV | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 적정 | 유지비 낮음~적정 | #출퇴근 #패밀리 #도심SUV | 장점 도심 주행 편의성/적당한 공간 활용성 | 단점 대형 SUV 대비 공간 제한	모델=니로 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=SUV/크로스오버 | 차급=소형/준중형 크로스오버 | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=패밀리;레저/캠핑;눈길/험로(구동옵션 확인) | 장점=시야 좋음/공간 활용; 패밀리·레저 무난; 노면 대응력(구동/타이어에 좌우) | 단점=동급 세단 대비 연비 불리; 타이어/유지비 상승 가능; 도심 주차 부담(차급별)	제조사=기아 | 모델=니로 | 연식=2016.0~2019 | 별명=연비 장인 | 태그=#니로 #하이브리드 #연비 | 한줄=효율(연비) 키워드로 많이 찾는 친환경 크로스오버.
2948	니로 EV	기아 니로 EV | 브랜드국가 한국 | SUV | 준중형SUV | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 적정 | 유지비 낮음~적정 | #출퇴근 #패밀리 #도심SUV | 장점 도심 주행 편의성/적당한 공간 활용성 | 단점 대형 SUV 대비 공간 제한	모델=니로 EV | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=SUV/크로스오버 | 차급=소형/준중형 크로스오버 | 인승=5인 | 3열=없음 | 동력원=EV | 연비등급=좋다 | 유지비=낮음~보통 | 태그=패밀리;레저/캠핑;눈길/험로(구동옵션 확인);전기차 | 장점=시야 좋음/공간 활용; 패밀리·레저 무난; 노면 대응력(구동/타이어에 좌우); 정숙/가속 우수; 에너지 비용 절감 가능 | 단점=동급 세단 대비 연비 불리; 타이어/유지비 상승 가능; 도심 주차 부담(차급별); 충전 환경 의존; 겨울·고속 주행거리 변동	제조사=기아 | 모델=니로 EV | 연식=2018.0~현재 | 별명=연비 장인 | 태그=#니로 #하이브리드 #연비 | 한줄=효율(연비) 키워드로 많이 찾는 친환경 크로스오버.
3024	더 뉴 니로	기아 더 뉴 니로 | 브랜드국가 한국 | SUV | 준중형SUV | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 적정 | 유지비 낮음~적정 | #출퇴근 #패밀리 #도심SUV | 장점 도심 주행 편의성/적당한 공간 활용성 | 단점 대형 SUV 대비 공간 제한	모델=더 뉴 니로 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=SUV/크로스오버 | 차급=소형/준중형 크로스오버 | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=패밀리;레저/캠핑;눈길/험로(구동옵션 확인) | 장점=시야 좋음/공간 활용; 패밀리·레저 무난; 노면 대응력(구동/타이어에 좌우) | 단점=동급 세단 대비 연비 불리; 타이어/유지비 상승 가능; 도심 주차 부담(차급별)	제조사=기아 | 모델=더 뉴 니로 | 연식=2019.0~2022 | 별명=연비 장인 | 태그=#니로 #하이브리드 #연비 | 한줄=효율(연비) 키워드로 많이 찾는 친환경 크로스오버.
3239	디 올 뉴 니로	기아 디 올 뉴 니로 | 브랜드국가 한국 | SUV | 준중형SUV | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 적정 | 유지비 낮음~적정 | #출퇴근 #패밀리 #도심SUV | 장점 도심 주행 편의성/적당한 공간 활용성 | 단점 대형 SUV 대비 공간 제한	모델=디 올 뉴 니로 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=SUV/크로스오버 | 차급=소형/준중형 크로스오버 | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=패밀리;레저/캠핑;눈길/험로(구동옵션 확인) | 장점=시야 좋음/공간 활용; 패밀리·레저 무난; 노면 대응력(구동/타이어에 좌우) | 단점=동급 세단 대비 연비 불리; 타이어/유지비 상승 가능; 도심 주차 부담(차급별)	제조사=기아 | 모델=디 올 뉴 니로 | 연식=2022.0~현재 | 별명=연비 장인 | 태그=#니로 #하이브리드 #연비 | 한줄=효율(연비) 키워드로 많이 찾는 친환경 크로스오버.
3275	니로 플러스	기아 니로 플러스 | 브랜드국가 한국 | SUV | 준중형SUV | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 적정 | 유지비 낮음~적정 | #출퇴근 #패밀리 #도심SUV | 장점 도심 주행 편의성/적당한 공간 활용성 | 단점 대형 SUV 대비 공간 제한	모델=니로 플러스 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=SUV/크로스오버 | 차급=소형/준중형 크로스오버 | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=패밀리;레저/캠핑;눈길/험로(구동옵션 확인) | 장점=시야 좋음/공간 활용; 패밀리·레저 무난; 노면 대응력(구동/타이어에 좌우) | 단점=동급 세단 대비 연비 불리; 타이어/유지비 상승 가능; 도심 주차 부담(차급별)	제조사=기아 | 모델=니로 플러스 | 연식=2022.0~현재 | 별명=연비 장인 | 태그=#니로 #하이브리드 #연비 | 한줄=효율(연비) 키워드로 많이 찾는 친환경 크로스오버.
3277	디 올 뉴 니로 EV	기아 디 올 뉴 니로 EV | 브랜드국가 한국 | SUV | 준중형SUV | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 적정 | 유지비 낮음~적정 | #출퇴근 #패밀리 #도심SUV | 장점 도심 주행 편의성/적당한 공간 활용성 | 단점 대형 SUV 대비 공간 제한	모델=디 올 뉴 니로 EV | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=SUV/크로스오버 | 차급=소형/준중형 크로스오버 | 인승=5인 | 3열=없음 | 동력원=EV | 연비등급=좋다 | 유지비=낮음~보통 | 태그=패밀리;레저/캠핑;눈길/험로(구동옵션 확인);전기차 | 장점=시야 좋음/공간 활용; 패밀리·레저 무난; 노면 대응력(구동/타이어에 좌우); 정숙/가속 우수; 에너지 비용 절감 가능 | 단점=동급 세단 대비 연비 불리; 타이어/유지비 상승 가능; 도심 주차 부담(차급별); 충전 환경 의존; 겨울·고속 주행거리 변동	제조사=기아 | 모델=디 올 뉴 니로 EV | 연식=2022.0~현재 | 별명=연비 장인 | 태그=#니로 #하이브리드 #연비 | 한줄=효율(연비) 키워드로 많이 찾는 친환경 크로스오버.
2890	스팅어	기아 스팅어 | 브랜드국가 한국 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=스팅어 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=기아 | 모델=스팅어 | 연식=2017.0~2020 | 별명= | 태그= | 한줄=
3122	스팅어 마이스터	기아 스팅어 마이스터 | 브랜드국가 한국 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=스팅어 마이스터 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=기아 | 모델=스팅어 마이스터 | 연식=2020.0~현재 | 별명= | 태그= | 한줄=
2895	스토닉	기아 스토닉 | 브랜드국가 한국 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=스토닉 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=SUV/크로스오버 | 차급=SUV(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=패밀리;레저/캠핑;눈길/험로(구동옵션 확인) | 장점=시야 좋음/공간 활용; 패밀리·레저 무난; 노면 대응력(구동/타이어에 좌우) | 단점=동급 세단 대비 연비 불리; 타이어/유지비 상승 가능; 도심 주차 부담(차급별)	제조사=기아 | 모델=스토닉 | 연식=2017.0~현재 | 별명= | 태그= | 한줄=
3020	셀토스	기아 셀토스 | 브랜드국가 한국 | SUV | 준중형SUV | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 적정 | 유지비 낮음~적정 | #출퇴근 #패밀리 #도심SUV | 장점 도심 주행 편의성/적당한 공간 활용성 | 단점 대형 SUV 대비 공간 제한	모델=셀토스 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=SUV/크로스오버 | 차급=소형 SUV | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=패밀리;레저/캠핑;눈길/험로(구동옵션 확인) | 장점=시야 좋음/공간 활용; 패밀리·레저 무난; 노면 대응력(구동/타이어에 좌우) | 단점=동급 세단 대비 연비 불리; 타이어/유지비 상승 가능; 도심 주차 부담(차급별)	제조사=기아 | 모델=셀토스 | 연식=2019.0~현재 | 별명= | 태그= | 한줄=
3284	더 뉴 셀토스(SP2)	기아 더 뉴 셀토스(SP2) | 브랜드국가 한국 | SUV | 준중형SUV | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 적정 | 유지비 낮음~적정 | #출퇴근 #패밀리 #도심SUV | 장점 도심 주행 편의성/적당한 공간 활용성 | 단점 대형 SUV 대비 공간 제한	모델=더 뉴 셀토스(SP2) | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=SUV/크로스오버 | 차급=소형 SUV | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=패밀리;레저/캠핑;눈길/험로(구동옵션 확인) | 장점=시야 좋음/공간 활용; 패밀리·레저 무난; 노면 대응력(구동/타이어에 좌우) | 단점=동급 세단 대비 연비 불리; 타이어/유지비 상승 가능; 도심 주차 부담(차급별)	제조사=기아 | 모델=더 뉴 셀토스(SP2) | 연식=2022.0~현재 | 별명= | 태그= | 한줄=
3167	K8	기아 K8 | 브랜드국가 한국 | 세단 | 준대형세단 | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 적정~나쁨 | 유지비 적정~높음 | #패밀리세단 #장거리 #편안함 | 장점 정숙성 우수/승차감 중심 세팅 | 단점 유지비 증가/도심 연비 부담	모델=K8 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=승용(세단/해치/왜건) | 차급=준대형 세단 | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=기아 | 모델=K8 | 연식=2021.0~2024 | 별명=준대형 감성 세단 | 태그=#K8 #준대형세단 #패밀리세단 | 한줄=편안함과 감성으로 ‘준대형’ 수요에 맞는 선택지.
3180	K8 하이브리드	기아 K8 하이브리드 | 브랜드국가 한국 | 세단 | 준대형세단 | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 적정~나쁨 | 유지비 적정~높음 | #패밀리세단 #장거리 #편안함 | 장점 정숙성 우수/승차감 중심 세팅 | 단점 유지비 증가/도심 연비 부담	모델=K8 하이브리드 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=승용(세단/해치/왜건) | 차급=준대형 세단 | 인승=5인 | 3열=없음 | 동력원=HEV/PHEV | 연비등급=좋다 | 유지비=낮음~보통 | 태그=출퇴근;도심주행;장거리;전기차;하이브리드 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음; 정숙/가속 우수; 에너지 비용 절감 가능; 도심 연비 유리 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼; 충전 환경 의존; 겨울·고속 주행거리 변동; 초기 가격 상승 가능	제조사=기아 | 모델=K8 하이브리드 | 연식=2021.0~2024 | 별명=준대형 감성 세단 | 태그=#K8 #준대형세단 #패밀리세단 | 한줄=편안함과 감성으로 ‘준대형’ 수요에 맞는 선택지.
3419	더 뉴 K8	기아 더 뉴 K8 | 브랜드국가 한국 | 세단 | 준대형세단 | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 적정~나쁨 | 유지비 적정~높음 | #패밀리세단 #장거리 #편안함 | 장점 정숙성 우수/승차감 중심 세팅 | 단점 유지비 증가/도심 연비 부담	모델=더 뉴 K8 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=승용(세단/해치/왜건) | 차급=준대형 세단 | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=기아 | 모델=더 뉴 K8 | 연식=2024.0~현재 | 별명=준대형 감성 세단 | 태그=#K8 #준대형세단 #패밀리세단 | 한줄=편안함과 감성으로 ‘준대형’ 수요에 맞는 선택지.
3420	더 뉴 K8 하이브리드	기아 더 뉴 K8 하이브리드 | 브랜드국가 한국 | 세단 | 준대형세단 | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 적정~나쁨 | 유지비 적정~높음 | #패밀리세단 #장거리 #편안함 | 장점 정숙성 우수/승차감 중심 세팅 | 단점 유지비 증가/도심 연비 부담	모델=더 뉴 K8 하이브리드 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=승용(세단/해치/왜건) | 차급=준대형 세단 | 인승=5인 | 3열=없음 | 동력원=HEV/PHEV | 연비등급=좋다 | 유지비=낮음~보통 | 태그=출퇴근;도심주행;장거리;전기차;하이브리드 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음; 정숙/가속 우수; 에너지 비용 절감 가능; 도심 연비 유리 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼; 충전 환경 의존; 겨울·고속 주행거리 변동; 초기 가격 상승 가능	제조사=기아 | 모델=더 뉴 K8 하이브리드 | 연식=2024.0~현재 | 별명=준대형 감성 세단 | 태그=#K8 #준대형세단 #패밀리세단 | 한줄=편안함과 감성으로 ‘준대형’ 수요에 맞는 선택지.
3218	EV6	기아 EV6 | 브랜드국가 한국 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=EV6 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=SUV/크로스오버 | 차급=중형 전기 크로스오버 | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=패밀리;레저/캠핑;눈길/험로(구동옵션 확인) | 장점=시야 좋음/공간 활용; 패밀리·레저 무난; 노면 대응력(구동/타이어에 좌우) | 단점=동급 세단 대비 연비 불리; 타이어/유지비 상승 가능; 도심 주차 부담(차급별)	제조사=기아 | 모델=EV6 | 연식=2021.0~2024 | 별명=전기차 간지 | 태그=#EV6 #전기차 #롱레인지 | 한줄=전기차 라인업 중 스타일/주행감으로 존재감이 큰 편.
3219	EV6 GT	기아 EV6 GT | 브랜드국가 한국 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=EV6 GT | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=SUV/크로스오버 | 차급=중형 전기 크로스오버 | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=패밀리;레저/캠핑;눈길/험로(구동옵션 확인) | 장점=시야 좋음/공간 활용; 패밀리·레저 무난; 노면 대응력(구동/타이어에 좌우) | 단점=동급 세단 대비 연비 불리; 타이어/유지비 상승 가능; 도심 주차 부담(차급별)	제조사=기아 | 모델=EV6 GT | 연식=2022.0~2024 | 별명=전기차 간지 | 태그=#EV6 #전기차 #롱레인지 | 한줄=전기차 라인업 중 스타일/주행감으로 존재감이 큰 편.
3404	더 뉴 EV6	기아 더 뉴 EV6 | 브랜드국가 한국 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=더 뉴 EV6 | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=SUV/크로스오버 | 차급=SUV(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=패밀리;레저/캠핑;눈길/험로(구동옵션 확인) | 장점=시야 좋음/공간 활용; 패밀리·레저 무난; 노면 대응력(구동/타이어에 좌우) | 단점=동급 세단 대비 연비 불리; 타이어/유지비 상승 가능; 도심 주차 부담(차급별)	제조사=기아 | 모델=더 뉴 EV6 | 연식=2024.0~현재 | 별명=전기차 간지 | 태그=#EV6 #전기차 #롱레인지 | 한줄=전기차 라인업 중 스타일/주행감으로 존재감이 큰 편.
3429	더 뉴 EV6 GT	기아 더 뉴 EV6 GT | 브랜드국가 한국 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=더 뉴 EV6 GT | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=SUV/크로스오버 | 차급=SUV(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=패밀리;레저/캠핑;눈길/험로(구동옵션 확인) | 장점=시야 좋음/공간 활용; 패밀리·레저 무난; 노면 대응력(구동/타이어에 좌우) | 단점=동급 세단 대비 연비 불리; 타이어/유지비 상승 가능; 도심 주차 부담(차급별)	제조사=기아 | 모델=더 뉴 EV6 GT | 연식=2024.0~현재 | 별명=전기차 간지 | 태그=#EV6 #전기차 #롱레인지 | 한줄=전기차 라인업 중 스타일/주행감으로 존재감이 큰 편.
